headgroup	name	exactmass	formula	chain_type
PS	PS O-64:4	1161.963972	C70H132NO9P	even
PS	PS O-64:4;O	1177.958887	C70H132NO10P	even
PS	PS O-64:5	1159.948322	C70H130NO9P	even
PS	PS O-64:5;O	1175.943237	C70H130NO10P	even
PS	PS O-64:6	1157.932672	C70H128NO9P	even
PS	PS O-64:6;O	1173.927587	C70H128NO10P	even
PS	PS O-64:7	1155.917022	C70H126NO9P	even
PS	PS O-64:7;O	1171.911937	C70H126NO10P	even
PS	PS O-64:8	1153.901372	C70H124NO9P	even
PS	PS O-64:8;O	1169.896287	C70H124NO10P	even
PS	PS O-64:9	1151.885722	C70H122NO9P	even
PS	PS O-64:9;O	1167.880637	C70H122NO10P	even
PS	PS O-64:10	1149.870072	C70H120NO9P	even
PS	PS O-64:10;O	1165.864987	C70H120NO10P	even
PS	PS O-64:11	1147.854422	C70H118NO9P	even
PS	PS O-64:11;O	1163.849337	C70H118NO10P	even
PS	PS O-64:12	1145.838772	C70H116NO9P	even
PS	PS O-64:12;O	1161.833687	C70H116NO10P	even
PS	PS O-65:0	1184.042222	C71H142NO9P	odd
PS	PS O-65:0;O	1200.037137	C71H142NO10P	odd
PS	PS O-65:1	1182.026572	C71H140NO9P	odd
PS	PS O-65:1;O	1198.021487	C71H140NO10P	odd
PS	PS O-65:2	1180.010922	C71H138NO9P	odd
PS	PS O-65:2;O	1196.005837	C71H138NO10P	odd
PS	PS O-65:3	1177.995272	C71H136NO9P	odd
PS	PS O-65:3;O	1193.990187	C71H136NO10P	odd
PS	PS O-65:4	1175.979622	C71H134NO9P	odd
PS	PS O-65:4;O	1191.974537	C71H134NO10P	odd
PS	PS O-65:5	1173.963972	C71H132NO9P	odd
PS	PS O-65:5;O	1189.958887	C71H132NO10P	odd
PS	PS O-65:6	1171.948322	C71H130NO9P	odd
PS	PS O-65:6;O	1187.943237	C71H130NO10P	odd
PS	PS O-65:7	1169.932672	C71H128NO9P	odd
PS	PS O-65:7;O	1185.927587	C71H128NO10P	odd
PS	PS O-65:8	1167.917022	C71H126NO9P	odd
PS	PS O-65:8;O	1183.911937	C71H126NO10P	odd
PS	PS O-65:9	1165.901372	C71H124NO9P	odd
PS	PS O-65:9;O	1181.896287	C71H124NO10P	odd
PS	PS O-65:10	1163.885722	C71H122NO9P	odd
PS	PS O-65:10;O	1179.880637	C71H122NO10P	odd
PS	PS O-65:11	1161.870072	C71H120NO9P	odd
PS	PS O-65:11;O	1177.864987	C71H120NO10P	odd
PS	PS O-65:12	1159.854422	C71H118NO9P	odd
PS	PS O-65:12;O	1175.849337	C71H118NO10P	odd
PS	PS O-66:0	1198.057872	C72H144NO9P	even
PS	PS O-66:0;O	1214.052787	C72H144NO10P	even
PS	PS O-66:1	1196.042222	C72H142NO9P	even
PS	PS O-66:1;O	1212.037137	C72H142NO10P	even
PS	PS O-66:2	1194.026572	C72H140NO9P	even
PS	PS O-66:2;O	1210.021487	C72H140NO10P	even
PS	PS O-66:3	1192.010922	C72H138NO9P	even
PS	PS O-66:3;O	1208.005837	C72H138NO10P	even
PS	PS O-66:4	1189.995272	C72H136NO9P	even
PS	PS O-66:4;O	1205.990187	C72H136NO10P	even
PS	PS O-66:5	1187.979622	C72H134NO9P	even
PS	PS O-66:5;O	1203.974537	C72H134NO10P	even
PS	PS O-66:6	1185.963972	C72H132NO9P	even
PS	PS O-66:6;O	1201.958887	C72H132NO10P	even
PS	PS O-66:7	1183.948322	C72H130NO9P	even
PS	PS O-68:4;O	1234.021487	C74H140NO10P	even
PS	PS O-68:5	1216.010922	C74H138NO9P	even
PS	PS O-68:5;O	1232.005837	C74H138NO10P	even
PS	PS O-68:6	1213.995272	C74H136NO9P	even
PS	PS O-68:6;O	1229.990187	C74H136NO10P	even
PS	PS O-68:7	1211.979622	C74H134NO9P	even
PS	PS O-68:7;O	1227.974537	C74H134NO10P	even
PS	PS O-68:8	1209.963972	C74H132NO9P	even
PS	PS O-68:8;O	1225.958887	C74H132NO10P	even
PS	PS O-68:9	1207.948322	C74H130NO9P	even
PS	PS O-68:9;O	1223.943237	C74H130NO10P	even
PS	PS O-68:10	1205.932672	C74H128NO9P	even
PS	PS O-68:10;O	1221.927587	C74H128NO10P	even
PS	PS O-68:11	1203.917022	C74H126NO9P	even
PS	PS O-68:11;O	1219.911937	C74H126NO10P	even
PS	PS O-68:12	1201.901372	C74H124NO9P	even
PS	PS O-68:12;O	1217.896287	C74H124NO10P	even
PS	PS O-28:0	665.463172	C34H68NO9P	even
PS	PS O-29:0	679.478822	C35H70NO9P	odd
PS	PS O-31:2	703.478822	C37H70NO9P	odd
PS	PS O-33:3	729.494472	C39H72NO9P	odd
PS	PS O-34:0	749.557072	C40H80NO9P	even
PS	PS O-34:1	747.541422	C40H78NO9P	even
PS	PS O-35:1	761.557072	C41H80NO9P	odd
PS	PS O-36:3	771.541422	C42H78NO9P	even
PS	PS O-38:0	805.619672	C44H88NO9P	even
PS	PS O-38:5	795.541422	C44H78NO9P	even
PS	PS O-38:6	793.525772	C44H76NO9P	even
PS	PS O-38:7	791.510122	C44H74NO9P	even
PS	PS O-40:2	829.619672	C46H88NO9P	even
PS	PS O-40:6	821.557072	C46H80NO9P	even
PS	PS O-42:2	857.650972	C48H92NO9P	even
PS	PS O-42:6	849.588372	C48H84NO9P	even
PIP	PIP2 20:0	802.270699	C29H57O19P3	even
PIP	PIP2 20:0;O	818.265614	C29H57O20P3	even
PIP	PIP2 20:1	800.255049	C29H55O19P3	even
PIP	PIP2 20:1;O	816.249964	C29H55O20P3	even
PIP	PIP2 20:2	798.239399	C29H53O19P3	even
PIP	PIP2 20:2;O	814.234314	C29H53O20P3	even
PIP	PIP2 20:3	796.223749	C29H51O19P3	even
PIP	PIP2 20:3;O	812.218664	C29H51O20P3	even
PIP	PIP2 20:4	794.208099	C29H49O19P3	even
PIP	PIP2 20:4;O	810.203014	C29H49O20P3	even
PIP	PIP2 20:5	792.192449	C29H47O19P3	even
PIP	PIP2 20:5;O	808.187364	C29H47O20P3	even
PIP	PIP2 21:0	816.286349	C30H59O19P3	odd
PIP	PIP2 21:0;O	832.281264	C30H59O20P3	odd
PIP	PIP2 21:1	814.270699	C30H57O19P3	odd
PIP	PIP2 21:1;O	830.265614	C30H57O20P3	odd
PIP	PIP2 21:2	812.255049	C30H55O19P3	odd
PIP	PIP2 21:2;O	828.249964	C30H55O20P3	odd
PIP	PIP2 21:3	810.239399	C30H53O19P3	odd
PIP	PIP2 21:3;O	826.234314	C30H53O20P3	odd
PIP	PIP2 21:4	808.223749	C30H51O19P3	odd
PIP	PIP2 21:4;O	824.218664	C30H51O20P3	odd
PIP	PIP2 21:5	806.208099	C30H49O19P3	odd
PIP	PIP2 21:5;O	822.203014	C30H49O20P3	odd
PIP	PIP2 21:6	804.192449	C30H47O19P3	odd
PIP	PIP2 21:6;O	820.187364	C30H47O20P3	odd
PIP	PIP2 22:0	830.301999	C31H61O19P3	even
PIP	PIP2 22:0;O	846.296914	C31H61O20P3	even
PIP	PIP2 22:1	828.286349	C31H59O19P3	even
PIP	PIP2 22:1;O	844.281264	C31H59O20P3	even
PIP	PIP2 22:2	826.270699	C31H57O19P3	even
PIP	PIP2 22:2;O	842.265614	C31H57O20P3	even
PIP	PIP2 22:3	824.255049	C31H55O19P3	even
PIP	PIP2 22:3;O	840.249964	C31H55O20P3	even
PIP	PIP2 22:4	822.239399	C31H53O19P3	even
PIP	PIP2 22:4;O	838.234314	C31H53O20P3	even
PIP	PIP2 22:5	820.223749	C31H51O19P3	even
PIP	PIP2 22:5;O	836.218664	C31H51O20P3	even
PIP	PIP2 22:6	818.208099	C31H49O19P3	even
PIP	PIP2 22:6;O	834.203014	C31H49O20P3	even
PIP	PIP2 23:0	844.317649	C32H63O19P3	odd
PIP	PIP2 23:0;O	860.312564	C32H63O20P3	odd
PIP	PIP2 23:1	842.301999	C32H61O19P3	odd
PIP	PIP2 23:1;O	858.296914	C32H61O20P3	odd
PIP	PIP2 23:2	840.286349	C32H59O19P3	odd
PIP	PIP2 23:2;O	856.281264	C32H59O20P3	odd
PIP	PIP2 23:3	838.270699	C32H57O19P3	odd
PIP	PIP2 23:3;O	854.265614	C32H57O20P3	odd
PIP	PIP2 23:4	836.255049	C32H55O19P3	odd
PIP	PIP2 23:4;O	852.249964	C32H55O20P3	odd
PIP	PIP2 23:5	834.239399	C32H53O19P3	odd
PIP	PIP2 23:5;O	850.234314	C32H53O20P3	odd
PIP	PIP2 23:6	832.223749	C32H51O19P3	odd
PIP	PIP2 23:6;O	848.218664	C32H51O20P3	odd
PIP	PIP2 24:0	858.333299	C33H65O19P3	even
PIP	PIP2 24:0;O	874.328214	C33H65O20P3	even
PIP	PIP2 24:1	856.317649	C33H63O19P3	even
PIP	PIP2 24:1;O	872.312564	C33H63O20P3	even
PIP	PIP2 24:2	854.301999	C33H61O19P3	even
PIP	PIP2 24:2;O	870.296914	C33H61O20P3	even
PIP	PIP2 24:3	852.286349	C33H59O19P3	even
PIP	PIP2 24:3;O	868.281264	C33H59O20P3	even
PIP	PIP2 24:4	850.270699	C33H57O19P3	even
PIP	PIP2 24:4;O	866.265614	C33H57O20P3	even
PIP	PIP2 24:5	848.255049	C33H55O19P3	even
PIP	PIP2 24:5;O	864.249964	C33H55O20P3	even
PIP	PIP2 24:6	846.239399	C33H53O19P3	even
PIP	PIP2 24:6;O	862.234314	C33H53O20P3	even
PIP	PIP2 25:0	872.348949	C34H67O19P3	odd
PIP	PIP2 25:0;O	888.343864	C34H67O20P3	odd
PIP	PIP2 25:1	870.333299	C34H65O19P3	odd
PIP	PIP2 25:1;O	886.328214	C34H65O20P3	odd
PIP	PIP2 25:2	868.317649	C34H63O19P3	odd
PIP	PIP2 25:2;O	884.312564	C34H63O20P3	odd
PIP	PIP2 25:3	866.301999	C34H61O19P3	odd
PIP	PIP2 25:3;O	882.296914	C34H61O20P3	odd
PIP	PIP2 25:4	864.286349	C34H59O19P3	odd
PIP	PIP2 25:4;O	880.281264	C34H59O20P3	odd
PIP	PIP2 25:5	862.270699	C34H57O19P3	odd
PIP	PIP2 25:5;O	878.265614	C34H57O20P3	odd
PIP	PIP2 25:6	860.255049	C34H55O19P3	odd
PIP	PIP2 25:6;O	876.249964	C34H55O20P3	odd
PIP	PIP2 25:7	858.239399	C34H53O19P3	odd
PIP	PIP2 25:7;O	874.234314	C34H53O20P3	odd
PIP	PIP2 26:0	886.364599	C35H69O19P3	even
PIP	PIP2 26:0;O	902.359514	C35H69O20P3	even
PIP	PIP2 26:1	884.348949	C35H67O19P3	even
PIP	PIP2 26:1;O	900.343864	C35H67O20P3	even
PIP	PIP2 26:2	882.333299	C35H65O19P3	even
PIP	PIP2 26:2;O	898.328214	C35H65O20P3	even
PIP	PIP2 26:3	880.317649	C35H63O19P3	even
PIP	PIP2 26:3;O	896.312564	C35H63O20P3	even
PIP	PIP2 26:4	878.301999	C35H61O19P3	even
PIP	PIP2 26:4;O	894.296914	C35H61O20P3	even
PIP	PIP2 26:5	876.286349	C35H59O19P3	even
PIP	PIP2 26:5;O	892.281264	C35H59O20P3	even
PIP	PIP2 26:6	874.270699	C35H57O19P3	even
PIP	PIP2 26:6;O	890.265614	C35H57O20P3	even
PIP	PIP2 26:7	872.255049	C35H55O19P3	even
PIP	PIP2 26:7;O	888.249964	C35H55O20P3	even
PIP	PIP2 27:0	900.380249	C36H71O19P3	odd
PIP	PIP2 27:0;O	916.375164	C36H71O20P3	odd
PIP	PIP2 27:1	898.364599	C36H69O19P3	odd
PIP	PIP2 27:1;O	914.359514	C36H69O20P3	odd
PIP	PIP2 27:2	896.348949	C36H67O19P3	odd
PIP	PIP2 27:2;O	912.343864	C36H67O20P3	odd
PIP	PIP2 27:3	894.333299	C36H65O19P3	odd
PIP	PIP2 27:3;O	910.328214	C36H65O20P3	odd
PIP	PIP2 27:4	892.317649	C36H63O19P3	odd
PIP	PIP2 27:4;O	908.312564	C36H63O20P3	odd
PIP	PIP2 27:5	890.301999	C36H61O19P3	odd
PIP	PIP2 27:5;O	906.296914	C36H61O20P3	odd
PIP	PIP2 27:6	888.286349	C36H59O19P3	odd
PIP	PIP2 27:6;O	904.281264	C36H59O20P3	odd
PIP	PIP2 27:7	886.270699	C36H57O19P3	odd
PIP	PIP2 27:7;O	902.265614	C36H57O20P3	odd
PIP	PIP2 28:0	914.395899	C37H73O19P3	even
PIP	PIP2 28:0;O	930.390814	C37H73O20P3	even
PIP	PIP2 28:1	912.380249	C37H71O19P3	even
PIP	PIP2 28:1;O	928.375164	C37H71O20P3	even
PIP	PIP2 28:2	910.364599	C37H69O19P3	even
PIP	PIP2 28:2;O	926.359514	C37H69O20P3	even
PIP	PIP2 28:3	908.348949	C37H67O19P3	even
PIP	PIP2 28:3;O	924.343864	C37H67O20P3	even
PIP	PIP2 28:4	906.333299	C37H65O19P3	even
PIP	PIP2 28:4;O	922.328214	C37H65O20P3	even
PIP	PIP2 28:5	904.317649	C37H63O19P3	even
PIP	PIP2 28:5;O	920.312564	C37H63O20P3	even
PIP	PIP2 28:6	902.301999	C37H61O19P3	even
PIP	PIP2 28:6;O	918.296914	C37H61O20P3	even
PIP	PIP2 28:7	900.286349	C37H59O19P3	even
PIP	PIP2 28:7;O	916.281264	C37H59O20P3	even
PIP	PIP2 28:8	898.270699	C37H57O19P3	even
PIP	PIP2 28:8;O	914.265614	C37H57O20P3	even
PIP	PIP2 29:0	928.411549	C38H75O19P3	odd
PIP	PIP2 29:0;O	944.406464	C38H75O20P3	odd
PIP	PIP2 29:1	926.395899	C38H73O19P3	odd
PIP	PIP2 29:1;O	942.390814	C38H73O20P3	odd
PIP	PIP2 29:2	924.380249	C38H71O19P3	odd
PIP	PIP2 29:2;O	940.375164	C38H71O20P3	odd
PIP	PIP2 29:3	922.364599	C38H69O19P3	odd
PIP	PIP2 29:3;O	938.359514	C38H69O20P3	odd
PIP	PIP2 29:4	920.348949	C38H67O19P3	odd
PIP	PIP2 29:4;O	936.343864	C38H67O20P3	odd
PIP	PIP2 29:5	918.333299	C38H65O19P3	odd
PIP	PIP2 29:5;O	934.328214	C38H65O20P3	odd
PIP	PIP2 29:6	916.317649	C38H63O19P3	odd
PIP	PIP2 29:6;O	932.312564	C38H63O20P3	odd
PIP	PIP2 29:7	914.301999	C38H61O19P3	odd
PIP	PIP2 29:7;O	930.296914	C38H61O20P3	odd
PIP	PIP2 29:8	912.286349	C38H59O19P3	odd
PIP	PIP2 29:8;O	928.281264	C38H59O20P3	odd
PIP	PIP2 30:0	942.427199	C39H77O19P3	even
PIP	PIP2 30:0;O	958.422114	C39H77O20P3	even
PIP	PIP2 30:1	940.411549	C39H75O19P3	even
PIP	PIP2 30:1;O	956.406464	C39H75O20P3	even
PIP	PIP2 30:2	938.395899	C39H73O19P3	even
PIP	PIP2 30:2;O	954.390814	C39H73O20P3	even
PIP	PIP2 30:3	936.380249	C39H71O19P3	even
PIP	PIP2 30:3;O	952.375164	C39H71O20P3	even
PIP	PIP2 30:4	934.364599	C39H69O19P3	even
PIP	PIP2 30:4;O	950.359514	C39H69O20P3	even
PIP	PIP2 30:5	932.348949	C39H67O19P3	even
PIP	PIP2 30:5;O	948.343864	C39H67O20P3	even
PIP	PIP2 30:6	930.333299	C39H65O19P3	even
PIP	PIP2 30:6;O	946.328214	C39H65O20P3	even
PIP	PIP2 30:7	928.317649	C39H63O19P3	even
PIP	PIP2 30:7;O	944.312564	C39H63O20P3	even
PIP	PIP2 30:8	926.301999	C39H61O19P3	even
PIP	PIP2 30:8;O	942.296914	C39H61O20P3	even
PIP	PIP2 31:0	956.442849	C40H79O19P3	odd
PIP	PIP2 31:0;O	972.437764	C40H79O20P3	odd
PIP	PIP2 31:1	954.427199	C40H77O19P3	odd
PIP	PIP2 31:1;O	970.422114	C40H77O20P3	odd
PIP	PIP2 31:2	952.411549	C40H75O19P3	odd
PIP	PIP2 31:2;O	968.406464	C40H75O20P3	odd
PIP	PIP2 31:3	950.395899	C40H73O19P3	odd
PIP	PIP2 31:3;O	966.390814	C40H73O20P3	odd
PIP	PIP2 31:4	948.380249	C40H71O19P3	odd
PIP	PIP2 31:4;O	964.375164	C40H71O20P3	odd
PIP	PIP2 31:5	946.364599	C40H69O19P3	odd
PIP	PIP2 31:5;O	962.359514	C40H69O20P3	odd
PIP	PIP2 31:6	944.348949	C40H67O19P3	odd
PIP	PIP2 31:6;O	960.343864	C40H67O20P3	odd
PIP	PIP2 31:7	942.333299	C40H65O19P3	odd
PIP	PIP2 31:7;O	958.328214	C40H65O20P3	odd
PIP	PIP2 31:8	940.317649	C40H63O19P3	odd
PIP	PIP2 31:8;O	956.312564	C40H63O20P3	odd
PIP	PIP2 32:0	970.458499	C41H81O19P3	even
PIP	PIP2 32:0;O	986.453414	C41H81O20P3	even
PIP	PIP2 32:1	968.442849	C41H79O19P3	even
PIP	PIP2 32:1;O	984.437764	C41H79O20P3	even
PIP	PIP2 32:2	966.427199	C41H77O19P3	even
PIP	PIP2 32:2;O	982.422114	C41H77O20P3	even
PIP	PIP2 32:3	964.411549	C41H75O19P3	even
PIP	PIP2 32:3;O	980.406464	C41H75O20P3	even
PIP	PIP2 32:4	962.395899	C41H73O19P3	even
PIP	PIP2 32:4;O	978.390814	C41H73O20P3	even
PIP	PIP2 32:5	960.380249	C41H71O19P3	even
PIP	PIP2 32:5;O	976.375164	C41H71O20P3	even
PIP	PIP2 32:6	958.364599	C41H69O19P3	even
PIP	PIP2 32:6;O	974.359514	C41H69O20P3	even
PIP	PIP2 32:7	956.348949	C41H67O19P3	even
PIP	PIP2 32:7;O	972.343864	C41H67O20P3	even
PIP	PIP2 32:8	954.333299	C41H65O19P3	even
PIP	PIP2 32:8;O	970.328214	C41H65O20P3	even
PIP	PIP2 32:9	952.317649	C41H63O19P3	even
PIP	PIP2 32:9;O	968.312564	C41H63O20P3	even
PIP	PIP2 33:0	984.474149	C42H83O19P3	odd
PIP	PIP2 33:0;O	1000.469064	C42H83O20P3	odd
PIP	PIP2 33:1	982.458499	C42H81O19P3	odd
PIP	PIP2 33:1;O	998.453414	C42H81O20P3	odd
PIP	PIP2 33:2	980.442849	C42H79O19P3	odd
PIP	PIP2 33:2;O	996.437764	C42H79O20P3	odd
PIP	PIP2 33:3	978.427199	C42H77O19P3	odd
PIP	PIP2 33:3;O	994.422114	C42H77O20P3	odd
PIP	PIP2 33:4	976.411549	C42H75O19P3	odd
PIP	PIP2 33:4;O	992.406464	C42H75O20P3	odd
PIP	PIP2 33:5	974.395899	C42H73O19P3	odd
PIP	PIP2 33:5;O	990.390814	C42H73O20P3	odd
PIP	PIP2 33:6	972.380249	C42H71O19P3	odd
PIP	PIP2 33:6;O	988.375164	C42H71O20P3	odd
PIP	PIP2 33:7	970.364599	C42H69O19P3	odd
PIP	PIP2 33:7;O	986.359514	C42H69O20P3	odd
PIP	PIP2 33:8	968.348949	C42H67O19P3	odd
PIP	PIP2 33:8;O	984.343864	C42H67O20P3	odd
PIP	PIP2 33:9	966.333299	C42H65O19P3	odd
PIP	PIP2 33:9;O	982.328214	C42H65O20P3	odd
PIP	PIP2 34:0	998.489799	C43H85O19P3	even
PIP	PIP2 34:0;O	1014.484714	C43H85O20P3	even
PIP	PIP2 34:1	996.474149	C43H83O19P3	even
PIP	PIP2 34:1;O	1012.469064	C43H83O20P3	even
PIP	PIP2 34:2	994.458499	C43H81O19P3	even
PIP	PIP2 34:2;O	1010.453414	C43H81O20P3	even
PIP	PIP2 34:3	992.442849	C43H79O19P3	even
PIP	PIP2 34:3;O	1008.437764	C43H79O20P3	even
PIP	PIP2 34:4	990.427199	C43H77O19P3	even
PIP	PIP2 34:4;O	1006.422114	C43H77O20P3	even
PIP	PIP2 34:5	988.411549	C43H75O19P3	even
PIP	PIP2 34:5;O	1004.406464	C43H75O20P3	even
PIP	PIP2 34:6	986.395899	C43H73O19P3	even
PIP	PIP2 34:6;O	1002.390814	C43H73O20P3	even
PIP	PIP2 34:7	984.380249	C43H71O19P3	even
PIP	PIP2 34:7;O	1000.375164	C43H71O20P3	even
PIP	PIP2 34:8	982.364599	C43H69O19P3	even
PIP	PIP2 34:8;O	998.359514	C43H69O20P3	even
PIP	PIP2 34:9	980.348949	C43H67O19P3	even
PIP	PIP2 34:9;O	996.343864	C43H67O20P3	even
PIP	PIP2 35:0	1012.505449	C44H87O19P3	odd
PIP	PIP2 35:0;O	1028.500364	C44H87O20P3	odd
PIP	PIP2 35:1	1010.489799	C44H85O19P3	odd
PIP	PIP2 35:1;O	1026.484714	C44H85O20P3	odd
PIP	PIP2 35:2	1008.474149	C44H83O19P3	odd
PIP	PIP2 35:2;O	1024.469064	C44H83O20P3	odd
PIP	PIP2 35:3	1006.458499	C44H81O19P3	odd
PIP	PIP2 35:3;O	1022.453414	C44H81O20P3	odd
PIP	PIP2 35:4	1004.442849	C44H79O19P3	odd
PIP	PIP2 35:4;O	1020.437764	C44H79O20P3	odd
PIP	PIP2 35:5	1002.427199	C44H77O19P3	odd
PIP	PIP2 35:5;O	1018.422114	C44H77O20P3	odd
PIP	PIP2 35:6	1000.411549	C44H75O19P3	odd
PIP	PIP2 35:6;O	1016.406464	C44H75O20P3	odd
PIP	PIP2 35:7	998.395899	C44H73O19P3	odd
PIP	PIP2 35:7;O	1014.390814	C44H73O20P3	odd
PIP	PIP2 35:8	996.380249	C44H71O19P3	odd
PIP	PIP2 35:8;O	1012.375164	C44H71O20P3	odd
PIP	PIP2 35:9	994.364599	C44H69O19P3	odd
PIP	PIP2 35:9;O	1010.359514	C44H69O20P3	odd
PIP	PIP2 35:10	992.348949	C44H67O19P3	odd
PIP	PIP2 35:10;O	1008.343864	C44H67O20P3	odd
PIP	PIP2 36:0	1026.521099	C45H89O19P3	even
PIP	PIP2 36:0;O	1042.516014	C45H89O20P3	even
PIP	PIP2 36:1	1024.505449	C45H87O19P3	even
PIP	PIP2 36:1;O	1040.500364	C45H87O20P3	even
PIP	PIP2 36:2	1022.489799	C45H85O19P3	even
PIP	PIP2 36:2;O	1038.484714	C45H85O20P3	even
PIP	PIP2 36:3	1020.474149	C45H83O19P3	even
PIP	PIP2 36:3;O	1036.469064	C45H83O20P3	even
PIP	PIP2 36:4	1018.458499	C45H81O19P3	even
PIP	PIP2 36:4;O	1034.453414	C45H81O20P3	even
PIP	PIP2 36:5	1016.442849	C45H79O19P3	even
PIP	PIP2 36:5;O	1032.437764	C45H79O20P3	even
PIP	PIP2 36:6	1014.427199	C45H77O19P3	even
PIP	PIP2 36:6;O	1030.422114	C45H77O20P3	even
PIP	PIP2 36:7	1012.411549	C45H75O19P3	even
PIP	PIP2 36:7;O	1028.406464	C45H75O20P3	even
PIP	PIP2 36:8	1010.395899	C45H73O19P3	even
PIP	PIP2 36:8;O	1026.390814	C45H73O20P3	even
PIP	PIP2 36:9	1008.380249	C45H71O19P3	even
PIP	PIP2 36:9;O	1024.375164	C45H71O20P3	even
PIP	PIP2 36:10	1006.364599	C45H69O19P3	even
PIP	PIP2 36:10;O	1022.359514	C45H69O20P3	even
PIP	PIP2 37:0	1040.536749	C46H91O19P3	odd
PIP	PIP2 37:0;O	1056.531664	C46H91O20P3	odd
PIP	PIP2 37:1	1038.521099	C46H89O19P3	odd
PIP	PIP2 37:1;O	1054.516014	C46H89O20P3	odd
PIP	PIP2 37:2	1036.505449	C46H87O19P3	odd
PIP	PIP2 37:2;O	1052.500364	C46H87O20P3	odd
PIP	PIP2 37:3	1034.489799	C46H85O19P3	odd
PIP	PIP2 37:3;O	1050.484714	C46H85O20P3	odd
PIP	PIP2 37:4	1032.474149	C46H83O19P3	odd
PIP	PIP2 37:4;O	1048.469064	C46H83O20P3	odd
PIP	PIP2 37:5	1030.458499	C46H81O19P3	odd
PIP	PIP2 37:5;O	1046.453414	C46H81O20P3	odd
PIP	PIP2 37:6	1028.442849	C46H79O19P3	odd
PIP	PIP2 37:6;O	1044.437764	C46H79O20P3	odd
PIP	PIP2 37:7	1026.427199	C46H77O19P3	odd
PIP	PIP2 37:7;O	1042.422114	C46H77O20P3	odd
PIP	PIP2 37:8	1024.411549	C46H75O19P3	odd
PIP	PIP2 37:8;O	1040.406464	C46H75O20P3	odd
PIP	PIP2 37:9	1022.395899	C46H73O19P3	odd
PIP	PIP2 37:9;O	1038.390814	C46H73O20P3	odd
PIP	PIP2 37:10	1020.380249	C46H71O19P3	odd
PIP	PIP2 37:10;O	1036.375164	C46H71O20P3	odd
PIP	PIP2 38:0	1054.552399	C47H93O19P3	even
PIP	PIP2 38:0;O	1070.547314	C47H93O20P3	even
PIP	PIP2 38:1	1052.536749	C47H91O19P3	even
PIP	PIP2 38:1;O	1068.531664	C47H91O20P3	even
PIP	PIP2 38:2	1050.521099	C47H89O19P3	even
PIP	PIP2 38:2;O	1066.516014	C47H89O20P3	even
PIP	PIP2 38:3	1048.505449	C47H87O19P3	even
PIP	PIP2 38:3;O	1064.500364	C47H87O20P3	even
PIP	PIP2 38:4	1046.489799	C47H85O19P3	even
PIP	PIP2 38:4;O	1062.484714	C47H85O20P3	even
PIP	PIP2 38:5	1044.474149	C47H83O19P3	even
PIP	PIP2 38:5;O	1060.469064	C47H83O20P3	even
PIP	PIP2 38:6	1042.458499	C47H81O19P3	even
PIP	PIP2 38:6;O	1058.453414	C47H81O20P3	even
PIP	PIP2 38:7	1040.442849	C47H79O19P3	even
PIP	PIP2 38:7;O	1056.437764	C47H79O20P3	even
PIP	PIP2 38:8	1038.427199	C47H77O19P3	even
PIP	PIP2 38:8;O	1054.422114	C47H77O20P3	even
PIP	PIP2 38:9	1036.411549	C47H75O19P3	even
PIP	PIP2 38:9;O	1052.406464	C47H75O20P3	even
PIP	PIP2 38:10	1034.395899	C47H73O19P3	even
PIP	PIP2 38:10;O	1050.390814	C47H73O20P3	even
PIP	PIP2 39:0	1068.568049	C48H95O19P3	odd
PIP	PIP2 39:0;O	1084.562964	C48H95O20P3	odd
PIP	PIP2 39:1	1066.552399	C48H93O19P3	odd
PIP	PIP2 39:1;O	1082.547314	C48H93O20P3	odd
PIP	PIP2 39:2	1064.536749	C48H91O19P3	odd
PIP	PIP2 39:2;O	1080.531664	C48H91O20P3	odd
PIP	PIP2 39:3	1062.521099	C48H89O19P3	odd
PIP	PIP2 39:3;O	1078.516014	C48H89O20P3	odd
PIP	PIP2 39:4	1060.505449	C48H87O19P3	odd
PIP	PIP2 39:4;O	1076.500364	C48H87O20P3	odd
PIP	PIP2 39:5	1058.489799	C48H85O19P3	odd
PIP	PIP2 39:5;O	1074.484714	C48H85O20P3	odd
PIP	PIP2 39:6	1056.474149	C48H83O19P3	odd
PIP	PIP2 39:6;O	1072.469064	C48H83O20P3	odd
PIP	PIP2 39:7	1054.458499	C48H81O19P3	odd
PIP	PIP2 39:7;O	1070.453414	C48H81O20P3	odd
PIP	PIP2 39:8	1052.442849	C48H79O19P3	odd
PIP	PIP2 39:8;O	1068.437764	C48H79O20P3	odd
PIP	PIP2 39:9	1050.427199	C48H77O19P3	odd
PIP	PIP2 39:9;O	1066.422114	C48H77O20P3	odd
PIP	PIP2 39:10	1048.411549	C48H75O19P3	odd
PIP	PIP2 39:10;O	1064.406464	C48H75O20P3	odd
PIP	PIP2 39:11	1046.395899	C48H73O19P3	odd
PIP	PIP2 39:11;O	1062.390814	C48H73O20P3	odd
PIP	PIP2 40:0	1082.583699	C49H97O19P3	even
PIP	PIP2 40:0;O	1098.578614	C49H97O20P3	even
PIP	PIP2 40:1	1080.568049	C49H95O19P3	even
PIP	PIP2 40:1;O	1096.562964	C49H95O20P3	even
PIP	PIP2 40:2	1078.552399	C49H93O19P3	even
PIP	PIP2 40:2;O	1094.547314	C49H93O20P3	even
